master-1  | [MASTER] Starting on port 12345
slaver-1  | [Slaver] send: 0.001076, recv: 0.004817 seconds at img 45499
slaver-1  | [Slaver] total sync took 0.008817 seconds at img 45499
master-1  | [Master] total sync took 0.564916 seconds at img 15499
slaver-1  | [Slaver] total sync took 0.008817 seconds at img 45499
slaver-1  | [Slaver] Sent weights to master at img 45999
slaver-1  | [Slaver] Sent weights to master at img 45999
master-1  | [Master] Received weights from slaver at img 15999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.341214, averaging: 0.007421, send: 0.001981 seconds at img 15999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000881, recv: 0.011386 seconds at img 45999
slaver-1  | [Slaver] total sync took 0.016066 seconds at img 45999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000881, recv: 0.011386 seconds at img 45999
slaver-1  | [Slaver] total sync took 0.016066 seconds at img 45999
master-1  | [Master] total sync took 0.355258 seconds at img 15999
slaver-1  | *** Average loss after 46000 images: 0.148122 ***
slaver-1  | *** Average loss after 46000 images: 0.148122 ***
master-1  | *** Average loss after 16000 images: 0.132665 ***
slaver-1  | *** After 46000 images: 91.70% accuracy ***
slaver-1  | *** After 46000 images: 91.70% accuracy ***
master-1  | *** After 16000 images: 91.80% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 46499
master-1  | [Master] Received weights from slaver at img 16499
slaver-1  | [Slaver] Sent weights to master at img 46499
master-1  | [Master] Sent averaged weights to slaver
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000945, recv: 0.006133 seconds at img 46499
slaver-1  | [Slaver] send: 0.000945, recv: 0.006133 seconds at img 46499
slaver-1  | [Slaver] total sync took 0.012142 seconds at img 46499
slaver-1  | [Slaver] total sync took 0.012142 seconds at img 46499
master-1  | [Master] recv: 0.029227, averaging: 0.002595, send: 0.000933 seconds at img 16499
master-1  | [Master] total sync took 0.036079 seconds at img 16499
slaver-1  | [Slaver] Sent weights to master at img 46999
slaver-1  | [Slaver] Sent weights to master at img 46999
master-1  | [Master] Received weights from slaver at img 16999
slaver-1  | [Slaver] Received updated weights from master
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.052575, averaging: 0.003124, send: 0.001710 seconds at img 16999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000785, recv: 0.006080 seconds at img 46999
master-1  | [Master] total sync took 0.061908 seconds at img 16999
slaver-1  | [Slaver] send: 0.000785, recv: 0.006080 seconds at img 46999
slaver-1  | [Slaver] total sync took 0.016906 seconds at img 46999
slaver-1  | [Slaver] total sync took 0.016906 seconds at img 46999
slaver-1  | *** Average loss after 47000 images: 0.130966 ***
slaver-1  | *** Average loss after 47000 images: 0.130966 ***
master-1  | *** Average loss after 17000 images: 0.122040 ***
slaver-1  | *** After 47000 images: 91.90% accuracy ***
slaver-1  | *** After 47000 images: 91.90% accuracy ***
master-1  | *** After 17000 images: 91.90% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 47499
slaver-1  | [Slaver] Sent weights to master at img 47499
master-1  | [Master] Received weights from slaver at img 17499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.063460, averaging: 0.002952, send: 0.002062 seconds at img 17499
master-1  | [Master] total sync took 0.072700 seconds at img 17499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001013, recv: 0.007107 seconds at img 47499
slaver-1  | [Slaver] total sync took 0.011806 seconds at img 47499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001013, recv: 0.007107 seconds at img 47499
slaver-1  | [Slaver] total sync took 0.011806 seconds at img 47499
slaver-1  | [Slaver] Sent weights to master at img 47999
slaver-1  | [Slaver] Sent weights to master at img 47999
master-1  | [Master] Received weights from slaver at img 17999
master-1  | [Master] Sent averaged weights to slaver
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000916, recv: 0.006551 seconds at img 47999
master-1  | [Master] recv: 0.049390, averaging: 0.003101, send: 0.001756 seconds at img 17999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000916, recv: 0.006551 seconds at img 47999
slaver-1  | [Slaver] total sync took 0.014369 seconds at img 47999
slaver-1  | [Slaver] total sync took 0.014369 seconds at img 47999
master-1  | [Master] total sync took 0.062812 seconds at img 17999
master-1  | *** Average loss after 18000 images: 0.135937 ***
slaver-1  | *** Average loss after 48000 images: 0.126059 ***
slaver-1  | *** Average loss after 48000 images: 0.126059 ***
master-1  | *** After 18000 images: 93.20% accuracy ***
slaver-1  | *** After 48000 images: 93.10% accuracy ***
slaver-1  | *** After 48000 images: 93.10% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 48499
slaver-1  | [Slaver] Sent weights to master at img 48499
master-1  | [Master] Received weights from slaver at img 18499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.234745, averaging: 0.002849, send: 0.001739 seconds at img 18499
master-1  | [Master] total sync took 0.243519 seconds at img 18499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000742, recv: 0.005964 seconds at img 48499
slaver-1  | [Slaver] total sync took 0.010429 seconds at img 48499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000742, recv: 0.005964 seconds at img 48499
slaver-1  | [Slaver] total sync took 0.010429 seconds at img 48499
master-1  | [Master] Received weights from slaver at img 18999
slaver-1  | [Slaver] Sent weights to master at img 48999
slaver-1  | [Slaver] Sent weights to master at img 48999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.003222, recv: 0.009334 seconds at img 48999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.003222, recv: 0.009334 seconds at img 48999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.187274, averaging: 0.004359, send: 0.004924 seconds at img 18999
slaver-1  | [Slaver] total sync took 0.019623 seconds at img 48999
master-1  | [Master] total sync took 0.215438 seconds at img 18999
slaver-1  | [Slaver] total sync took 0.019623 seconds at img 48999
slaver-1  | *** Average loss after 49000 images: 0.104886 ***
slaver-1  | *** Average loss after 49000 images: 0.104886 ***
master-1  | *** Average loss after 19000 images: 0.087031 ***
master-1  | *** After 19000 images: 92.60% accuracy ***
slaver-1  | *** After 49000 images: 92.40% accuracy ***
slaver-1  | *** After 49000 images: 92.40% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 49499
slaver-1  | [Slaver] Sent weights to master at img 49499
master-1  | [Master] Received weights from slaver at img 19499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.120262, averaging: 0.002775, send: 0.001115 seconds at img 19499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000796, recv: 0.005685 seconds at img 49499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000796, recv: 0.005685 seconds at img 49499
slaver-1  | [Slaver] total sync took 0.010136 seconds at img 49499
slaver-1  | [Slaver] total sync took 0.010136 seconds at img 49499
master-1  | [Master] total sync took 0.128166 seconds at img 19499
slaver-1  | [Slaver] Sent weights to master at img 49999
slaver-1  | [Slaver] Sent weights to master at img 49999
master-1  | [Master] Received weights from slaver at img 19999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000823, recv: 0.006845 seconds at img 49999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.317691, averaging: 0.002955, send: 0.001153 seconds at img 19999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000823, recv: 0.006845 seconds at img 49999
master-1  | [Master] total sync took 0.326596 seconds at img 19999
slaver-1  | [Slaver] total sync took 0.017540 seconds at img 49999
slaver-1  | [Slaver] total sync took 0.017540 seconds at img 49999
slaver-1  | *** Average loss after 50000 images: 0.130494 ***
slaver-1  | *** Average loss after 50000 images: 0.130494 ***
master-1  | *** Average loss after 20000 images: 0.096626 ***
slaver-1  | *** After 50000 images: 92.60% accuracy ***
slaver-1  | *** After 50000 images: 92.60% accuracy ***
master-1  | *** After 20000 images: 92.70% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 50499
slaver-1  | [Slaver] Sent weights to master at img 50499
master-1  | [Master] Received weights from slaver at img 20499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000793, recv: 0.004573 seconds at img 50499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000793, recv: 0.004573 seconds at img 50499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.321766, averaging: 0.002120, send: 0.000976 seconds at img 20499
slaver-1  | [Slaver] total sync took 0.008789 seconds at img 50499
slaver-1  | [Slaver] total sync took 0.008789 seconds at img 50499
master-1  | [Master] total sync took 0.328004 seconds at img 20499
slaver-1  | [Slaver] Sent weights to master at img 50999
slaver-1  | [Slaver] Sent weights to master at img 50999
master-1  | [Master] Received weights from slaver at img 20999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000813, recv: 0.130702 seconds at img 50999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.000795, averaging: 0.003123, send: 0.001650 seconds at img 20999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000813, recv: 0.130702 seconds at img 50999
master-1  | [Master] total sync took 0.009535 seconds at img 20999
slaver-1  | [Slaver] total sync took 0.136330 seconds at img 50999
slaver-1  | [Slaver] total sync took 0.136330 seconds at img 50999
master-1  | *** Average loss after 21000 images: 0.116881 ***
slaver-1  | *** Average loss after 51000 images: 0.119799 ***
slaver-1  | *** Average loss after 51000 images: 0.119799 ***
master-1  | *** After 21000 images: 93.20% accuracy ***
slaver-1  | *** After 51000 images: 93.20% accuracy ***
slaver-1  | *** After 51000 images: 93.20% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 51499
master-1  | [Master] Received weights from slaver at img 21499
slaver-1  | [Slaver] Sent weights to master at img 51499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001804, recv: 0.009936 seconds at img 51499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001804, recv: 0.009936 seconds at img 51499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.963374, averaging: 0.004263, send: 0.002063 seconds at img 21499
master-1  | [Master] total sync took 0.974892 seconds at img 21499
slaver-1  | [Slaver] total sync took 0.021659 seconds at img 51499
slaver-1  | [Slaver] total sync took 0.021659 seconds at img 51499
slaver-1  | [Slaver] Sent weights to master at img 51999
slaver-1  | [Slaver] Sent weights to master at img 51999
master-1  | [Master] Received weights from slaver at img 21999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000543, recv: 0.285532 seconds at img 51999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.000476, averaging: 0.002814, send: 0.002353 seconds at img 21999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000543, recv: 0.285532 seconds at img 51999
slaver-1  | [Slaver] total sync took 0.290231 seconds at img 51999
slaver-1  | [Slaver] total sync took 0.290231 seconds at img 51999
master-1  | [Master] total sync took 0.009278 seconds at img 21999
master-1  | *** Average loss after 22000 images: 0.085201 ***
slaver-1  | *** Average loss after 52000 images: 0.093018 ***
slaver-1  | *** Average loss after 52000 images: 0.093018 ***
master-1  | *** After 22000 images: 93.20% accuracy ***
slaver-1  | *** After 52000 images: 93.10% accuracy ***
slaver-1  | *** After 52000 images: 93.10% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 52499
slaver-1  | [Slaver] Sent weights to master at img 52499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001405, recv: 0.005674 seconds at img 52499
slaver-1  | [Slaver] total sync took 0.010704 seconds at img 52499
master-1  | [Master] Received weights from slaver at img 22499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.400768, averaging: 0.002496, send: 0.002158 seconds at img 22499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001405, recv: 0.005674 seconds at img 52499
slaver-1  | [Slaver] total sync took 0.010704 seconds at img 52499
master-1  | [Master] total sync took 0.408928 seconds at img 22499
slaver-1  | [Slaver] Sent weights to master at img 52999
slaver-1  | [Slaver] Sent weights to master at img 52999
master-1  | [Master] Received weights from slaver at img 22999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.827280, averaging: 0.002866, send: 0.001700 seconds at img 22999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001135, recv: 0.006751 seconds at img 52999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001135, recv: 0.006751 seconds at img 52999
slaver-1  | [Slaver] total sync took 0.011569 seconds at img 52999
slaver-1  | [Slaver] total sync took 0.011569 seconds at img 52999
master-1  | [Master] total sync took 0.839802 seconds at img 22999
slaver-1  | *** Average loss after 53000 images: 0.141651 ***
slaver-1  | *** Average loss after 53000 images: 0.141651 ***
master-1  | *** Average loss after 23000 images: 0.116184 ***
master-1  | *** After 23000 images: 93.10% accuracy ***
slaver-1  | *** After 53000 images: 93.10% accuracy ***
slaver-1  | *** After 53000 images: 93.10% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 53499
slaver-1  | [Slaver] Sent weights to master at img 53499
master-1  | [Master] Received weights from slaver at img 23499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.219051, averaging: 0.002558, send: 0.001982 seconds at img 23499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000836, recv: 0.006515 seconds at img 53499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000836, recv: 0.006515 seconds at img 53499
master-1  | [Master] total sync took 0.227324 seconds at img 23499
slaver-1  | [Slaver] total sync took 0.011004 seconds at img 53499
slaver-1  | [Slaver] total sync took 0.011004 seconds at img 53499
slaver-1  | [Slaver] Sent weights to master at img 53999
slaver-1  | [Slaver] Sent weights to master at img 53999
master-1  | [Master] Received weights from slaver at img 23999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000648, recv: 0.221376 seconds at img 53999
slaver-1  | [Slaver] total sync took 0.227058 seconds at img 53999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000648, recv: 0.221376 seconds at img 53999
slaver-1  | [Slaver] total sync took 0.227058 seconds at img 53999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.005539, averaging: 0.004457, send: 0.001915 seconds at img 23999
master-1  | [Master] total sync took 0.016695 seconds at img 23999
master-1  | *** Average loss after 24000 images: 0.107388 ***
slaver-1  | *** Average loss after 54000 images: 0.102549 ***
slaver-1  | *** Average loss after 54000 images: 0.102549 ***
master-1  | *** After 24000 images: 93.30% accuracy ***
slaver-1  | *** After 54000 images: 93.30% accuracy ***
slaver-1  | *** After 54000 images: 93.30% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 54499
slaver-1  | [Slaver] Sent weights to master at img 54499
master-1  | [Master] Received weights from slaver at img 24499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 1.190611, averaging: 0.002657, send: 0.002372 seconds at img 24499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.002257, recv: 0.005154 seconds at img 54499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.002257, recv: 0.005154 seconds at img 54499
slaver-1  | [Slaver] total sync took 0.010827 seconds at img 54499
slaver-1  | [Slaver] total sync took 0.010827 seconds at img 54499
master-1  | [Master] total sync took 1.199319 seconds at img 24499
slaver-1  | [Slaver] Sent weights to master at img 54999
slaver-1  | [Slaver] Sent weights to master at img 54999
master-1  | [Master] Received weights from slaver at img 24999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.016986, averaging: 0.002935, send: 0.001382 seconds at img 24999
master-1  | [Master] total sync took 0.025097 seconds at img 24999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000667, recv: 0.012879 seconds at img 54999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000667, recv: 0.012879 seconds at img 54999
slaver-1  | [Slaver] total sync took 0.017848 seconds at img 54999
slaver-1  | [Slaver] total sync took 0.017848 seconds at img 54999
slaver-1  | *** Average loss after 55000 images: 0.098452 ***
slaver-1  | *** Average loss after 55000 images: 0.098452 ***
master-1  | *** Average loss after 25000 images: 0.105246 ***
master-1  | *** After 25000 images: 93.80% accuracy ***
slaver-1  | *** After 55000 images: 93.90% accuracy ***
slaver-1  | *** After 55000 images: 93.90% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 55499
slaver-1  | [Slaver] Sent weights to master at img 55499
master-1  | [Master] Received weights from slaver at img 25499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 1.202283, averaging: 0.002580, send: 0.002186 seconds at img 25499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000799, recv: 0.005953 seconds at img 55499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000799, recv: 0.005953 seconds at img 55499
slaver-1  | [Slaver] total sync took 0.009283 seconds at img 55499
master-1  | [Master] total sync took 1.210525 seconds at img 25499
slaver-1  | [Slaver] total sync took 0.009283 seconds at img 55499
slaver-1  | [Slaver] Sent weights to master at img 55999
slaver-1  | [Slaver] Sent weights to master at img 55999
master-1  | [Master] Received weights from slaver at img 25999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.171919, averaging: 0.002696, send: 0.001260 seconds at img 25999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001153, recv: 0.010831 seconds at img 55999
master-1  | [Master] total sync took 0.180034 seconds at img 25999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001153, recv: 0.010831 seconds at img 55999
slaver-1  | [Slaver] total sync took 0.016521 seconds at img 55999
slaver-1  | [Slaver] total sync took 0.016521 seconds at img 55999
master-1  | *** Average loss after 26000 images: 0.082721 ***
slaver-1  | *** Average loss after 56000 images: 0.086917 ***
slaver-1  | *** Average loss after 56000 images: 0.086917 ***
master-1  | *** After 26000 images: 93.30% accuracy ***
slaver-1  | *** After 56000 images: 93.30% accuracy ***
slaver-1  | *** After 56000 images: 93.30% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 56499
slaver-1  | [Slaver] Sent weights to master at img 56499
master-1  | [Master] Received weights from slaver at img 26499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001102, recv: 0.009355 seconds at img 56499
slaver-1  | [Slaver] total sync took 0.014236 seconds at img 56499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.546727, averaging: 0.003090, send: 0.003443 seconds at img 26499
master-1  | [Master] total sync took 0.557662 seconds at img 26499
slaver-1  | [Slaver] send: 0.001102, recv: 0.009355 seconds at img 56499
slaver-1  | [Slaver] total sync took 0.014236 seconds at img 56499
slaver-1  | [Slaver] Sent weights to master at img 56999
slaver-1  | [Slaver] Sent weights to master at img 56999
master-1  | [Master] Received weights from slaver at img 26999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000749, recv: 0.394157 seconds at img 56999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000749, recv: 0.394157 seconds at img 56999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.000389, averaging: 0.003032, send: 0.001646 seconds at img 26999
slaver-1  | [Slaver] total sync took 0.399224 seconds at img 56999
slaver-1  | [Slaver] total sync took 0.399224 seconds at img 56999
master-1  | [Master] total sync took 0.008698 seconds at img 26999
master-1  | *** Average loss after 27000 images: 0.105166 ***
slaver-1  | *** Average loss after 57000 images: 0.081682 ***
slaver-1  | *** Average loss after 57000 images: 0.081682 ***
master-1  | *** After 27000 images: 93.70% accuracy ***
slaver-1  | *** After 57000 images: 93.60% accuracy ***
slaver-1  | *** After 57000 images: 93.60% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 57499
master-1  | [Master] Received weights from slaver at img 27499
slaver-1  | [Slaver] Sent weights to master at img 57499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 1.576813, averaging: 0.002351, send: 0.001181 seconds at img 27499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.002850, recv: 0.004426 seconds at img 57499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.002850, recv: 0.004426 seconds at img 57499
master-1  | [Master] total sync took 1.584322 seconds at img 27499
slaver-1  | [Slaver] total sync took 0.011152 seconds at img 57499
slaver-1  | [Slaver] total sync took 0.011152 seconds at img 57499
slaver-1  | [Slaver] Sent weights to master at img 57999
slaver-1  | [Slaver] Sent weights to master at img 57999
master-1  | [Master] Received weights from slaver at img 27999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.000760, averaging: 0.002553, send: 0.001114 seconds at img 27999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000591, recv: 0.103779 seconds at img 57999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000591, recv: 0.103779 seconds at img 57999
master-1  | [Master] total sync took 0.007784 seconds at img 27999
slaver-1  | [Slaver] total sync took 0.112108 seconds at img 57999
slaver-1  | [Slaver] total sync took 0.112108 seconds at img 57999
master-1  | *** Average loss after 28000 images: 0.098188 ***
slaver-1  | *** Average loss after 58000 images: 0.073574 ***
slaver-1  | *** Average loss after 58000 images: 0.073574 ***
master-1  | *** After 28000 images: 94.00% accuracy ***
slaver-1  | *** After 58000 images: 93.90% accuracy ***
slaver-1  | *** After 58000 images: 93.90% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 58499
slaver-1  | [Slaver] Sent weights to master at img 58499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000953, recv: 0.010812 seconds at img 58499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000953, recv: 0.010812 seconds at img 58499
master-1  | [Master] Received weights from slaver at img 28499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.261936, averaging: 0.002534, send: 0.001125 seconds at img 28499
master-1  | [Master] total sync took 0.268855 seconds at img 28499
slaver-1  | [Slaver] total sync took 0.015122 seconds at img 58499
slaver-1  | [Slaver] total sync took 0.015122 seconds at img 58499
slaver-1  | [Slaver] Sent weights to master at img 58999
slaver-1  | [Slaver] Sent weights to master at img 58999
master-1  | [Master] Received weights from slaver at img 28999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.268406, averaging: 0.002843, send: 0.001349 seconds at img 28999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001003, recv: 0.008343 seconds at img 58999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001003, recv: 0.008343 seconds at img 58999
master-1  | [Master] total sync took 0.276927 seconds at img 28999
slaver-1  | [Slaver] total sync took 0.013123 seconds at img 58999
slaver-1  | [Slaver] total sync took 0.013123 seconds at img 58999
slaver-1  | *** Average loss after 59000 images: 0.043878 ***
slaver-1  | *** Average loss after 59000 images: 0.043878 ***
master-1  | *** Average loss after 29000 images: 0.083883 ***
slaver-1  | *** After 59000 images: 94.10% accuracy ***
slaver-1  | *** After 59000 images: 94.10% accuracy ***
master-1  | *** After 29000 images: 94.00% accuracy ***
slaver-1  | [Slaver] Sent weights to master at img 59499
slaver-1  | [Slaver] Sent weights to master at img 59499
master-1  | [Master] Received weights from slaver at img 29499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000905, recv: 0.006963 seconds at img 59499
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.046407, averaging: 0.003320, send: 0.002241 seconds at img 29499
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.000905, recv: 0.006963 seconds at img 59499
master-1  | [Master] total sync took 0.056031 seconds at img 29499
slaver-1  | [Slaver] total sync took 0.015182 seconds at img 59499
slaver-1  | [Slaver] total sync took 0.015182 seconds at img 59499
master-1  | [Master] Received weights from slaver at img 29999
slaver-1  | [Slaver] Sent weights to master at img 59999
slaver-1  | [Slaver] Sent weights to master at img 59999
master-1  | [Master] Sent averaged weights to slaver
master-1  | [Master] recv: 0.575162, averaging: 0.013968, send: 0.001432 seconds at img 29999
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001209, recv: 0.018094 seconds at img 59999
slaver-1  | [Slaver] total sync took 0.023664 seconds at img 59999
slaver-1  | [Slaver] Epoch 1/1 done.
slaver-1  | [Slaver] Received updated weights from master
slaver-1  | [Slaver] send: 0.001209, recv: 0.018094 seconds at img 59999
slaver-1  | [Slaver] total sync took 0.023664 seconds at img 59999
slaver-1  | [Slaver] Epoch 1/1 done.
master-1  | [Master] total sync took 0.605261 seconds at img 29999
master-1  | [Master] Epoch 1/1 done.
master-1  | [master] Training took 344.16 seconds.
master-1  | Successfully saved matrix to hidden
master-1  | Successfully saved matrix to output
master-1  | Successfully written to 'testing_net'
slaver-1  | [slaver] Training took 343.18 seconds.
slaver-1  | Successfully saved matrix to hidden
slaver-1  | Successfully saved matrix to output
slaver-1  | Successfully written to 'testing_net'
slaver-1  | [slaver] Training took 343.18 seconds.
slaver-1  | Successfully saved matrix to hidden
slaver-1  | Successfully saved matrix to output
slaver-1  | Successfully written to 'testing_net'
[Kmaster-1 exited with code 0
[Kslaver-1 exited with code 0
